word,small_class,cilin_code,relation,line_id,small_label,x,y,z
种养业,Di18,Di18B10,#,14638,Di18 · 事业,17.774801,-14.679229,1.0090256
粮农,Di18,Di18B10,#,14638,Di18 · 事业,15.433564,-18.084055,0.2182971
纸业,Di18,Di18B10,#,14638,Di18 · 事业,14.462166,-15.532996,2.832067
经济圈,Di18,Di18B13,#,14641,Di18 · 事业,14.244238,-11.718744,7.242995
航海业,Di18,Di18B10,#,14638,Di18 · 事业,18.910332,-13.918553,4.851523
航运业,Di18,Di18B10,#,14638,Di18 · 事业,18.382011,-13.790236,4.2584257
药业,Di18,Di18B10,#,14638,Di18 · 事业,13.752262,-14.156573,2.9238064
行业,Di18,Di18B01,=,14629,Di18 · 事业,12.428634,-12.164393,0.8567315
计算机业,Di18,Di18B10,#,14638,Di18 · 事业,13.846337,-11.425802,4.36008
证券业,Di18,Di18B10,#,14638,Di18 · 事业,15.347287,-9.254836,3.0798855
赌业,Di18,Di18B10,#,14638,Di18 · 事业,14.038367,-13.253708,-0.3009607
轻工,Di18,Di18B10,#,14638,Di18 · 事业,13.216396,-15.921074,6.4095225
运输业,Di18,Di18B11,#,14639,Di18 · 事业,17.738792,-13.029233,3.8649611
通信业,Di18,Di18B10,#,14638,Di18 · 事业,16.144636,-11.658422,4.5175595
造林,Di18,Di18B10,#,14638,Di18 · 事业,6.451402,-13.708213,0.72508436
造纸业,Di18,Di18B10,#,14638,Di18 · 事业,15.655735,-15.385898,4.4440975
邮电,Di18,Di18B10,#,14638,Di18 · 事业,3.3497984,-1.9909819,-1.1205446
重工业,Di18,Di18B10,#,14638,Di18 · 事业,13.711551,-14.872641,5.796175
金融业,Di18,Di18B10,#,14638,Di18 · 事业,15.172968,-8.969064,4.233919
钢铁业,Di18,Di18B10,#,14638,Di18 · 事业,16.107107,-14.162418,5.7242956
银行业,Di18,Di18B10,#,14638,Di18 · 事业,15.896327,-9.204283,4.6686006
防洪工程,Di18,Di18C06,#,14649,Di18 · 事业,5.1605787,-14.095949,5.049647
非专业,Di18,Di18B10,#,14638,Di18 · 事业,9.751195,-6.5371437,4.6670437
非金融,Di18,Di18B05,@,14633,Di18 · 事业,14.569702,-7.763168,4.68051
鞋业,Di18,Di18B10,#,14638,Di18 · 事业,13.039086,-13.755295,1.1997465
餐饮业,Di18,Di18B10,#,14638,Di18 · 事业,15.588733,-12.598002,1.0964308
高新产业,Di18,Di18B10,#,14638,Di18 · 事业,12.739164,-12.716399,6.985978
专业课,Dk03,Dk03B16,#,15053,Dk03 · 科学,9.115203,-6.789371,4.1005526
主课,Dk03,Dk03B16,#,15053,Dk03 · 科学,8.622631,-5.165917,3.5781229
乡土文学,Dk03,Dk03A11,#,15036,Dk03 · 科学,2.4675393,-6.8939166,7.5437493
产科,Dk03,Dk03B17,#,15054,Dk03 · 科学,9.094812,-10.687496,9.987942
京剧学,Dk03,Dk03A10,#,15035,Dk03 · 科学,4.139324,-6.46154,6.24269
人学,Dk03,Dk03A10,#,15035,Dk03 · 科学,3.1041245,-6.887324,10.845347
人权学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.2322893,-6.4964037,10.219853
仿生学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.1872606,-3.804085,12.904528
体操课,Dk03,Dk03B08,=,15045,Dk03 · 科学,6.291822,-6.2639103,1.3283637
佛学,Dk03,Dk03A10,#,15035,Dk03 · 科学,1.5854125,-7.7273407,10.279034
作业题,Dk03,Dk03C09,#,15065,Dk03 · 科学,8.283196,-6.2140613,0.06366549
光学,Dk03,Dk03A10,#,15035,Dk03 · 科学,6.8972874,-5.644937,15.114714
党课,Dk03,Dk03B16,#,15053,Dk03 · 科学,7.009081,-4.5670905,2.6669025
公共课,Dk03,Dk03B16,#,15053,Dk03 · 科学,7.6027474,-5.877437,3.868374
关系学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.409365,-4.661173,10.847973
军事学,Dk03,Dk03A10,#,15035,Dk03 · 科学,6.3171067,-6.6542506,7.9395347
军事科学,Dk03,Dk03A10,#,15035,Dk03 · 科学,6.799745,-7.315309,7.8235445
农科,Dk03,Dk03B15,#,15052,Dk03 · 科学,8.077995,-10.650429,7.773605
剧艺学,Dk03,Dk03A10,#,15035,Dk03 · 科学,4.255559,-7.518085,6.4466677
力学,Dk03,Dk03A10,#,15035,Dk03 · 科学,7.35224,-5.047715,14.106067
动物学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.028409,-8.873351,13.258774
医学,Dk03,Dk03A07,=,15032,Dk03 · 科学,4.255082,-8.875363,10.062537
医学,Dk03,Dk03B09,=,15046,Dk03 · 科学,4.255082,-8.875363,10.062537
十字花科,Dk03,Dk03A10,#,15035,Dk03 · 科学,-13.565982,7.997309,-9.9376545
卫生学,Dk03,Dk03A10,#,15035,Dk03 · 科学,6.3286066,-8.494932,9.812739
品德课,Dk03,Dk03B16,#,15053,Dk03 · 科学,6.9860573,-6.6827703,2.2386234
团课,Dk03,Dk03B16,#,15053,Dk03 · 科学,6.5884295,-5.39399,2.072137
园艺学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.668066,-10.265885,9.1246195
地学,Dk03,Dk03A10,#,15035,Dk03 · 科学,3.230838,-6.648768,11.563095
地球化学,Dk03,Dk03A10,#,15035,Dk03 · 科学,4.4862285,-6.1341596,13.49198
地震学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.2271285,-5.907539,12.893348
声韵学,Dk03,Dk03A05,=,15030,Dk03 · 科学,3.2168553,-3.9081595,7.3099146
外交学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.188704,-6.522325,9.057054
外语课,Dk03,Dk03B05,=,15042,Dk03 · 科学,7.2323327,-6.081258,3.549264
家庭作业,Dk03,Dk03C04,=,15060,Dk03 · 科学,7.736605,-6.6834335,0.42255086
工科,Dk03,Dk03B15,#,15052,Dk03 · 科学,8.6592245,-10.012683,6.837467
工艺学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.1919966,-9.870088,8.386445
常识课,Dk03,Dk03B16,#,15053,Dk03 · 科学,8.163339,-6.224908,2.666108
年代学,Dk03,Dk03A10,#,15035,Dk03 · 科学,-1.5757835,-2.4770083,10.199091
战略学,Dk03,Dk03A10,#,15035,Dk03 · 科学,6.092084,-5.8879747,9.114088
数理,Dk03,Dk03B18,#,15055,Dk03 · 科学,9.024473,-7.328067,14.755671
文化学,Dk03,Dk03A11,#,15036,Dk03 · 科学,3.523423,-9.037013,7.3857446
文史,Dk03,Dk03B18,#,15055,Dk03 · 科学,1.1678692,-7.6312704,5.080741
文科,Dk03,Dk03B15,#,15052,Dk03 · 科学,8.975463,-9.194359,6.2008457
文艺学,Dk03,Dk03A10,#,15035,Dk03 · 科学,3.7981422,-8.237002,7.013496
新闻学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.0174317,-7.1077075,8.241154
校勘学,Dk03,Dk03A10,#,15035,Dk03 · 科学,6.4789987,-0.73884934,6.6938834
植物学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.024135,-9.779475,13.085966
欣赏课,Dk03,Dk03B16,#,15053,Dk03 · 科学,5.9140825,-6.1450815,3.1134236
民俗学,Dk03,Dk03A10,#,15035,Dk03 · 科学,3.6339524,-6.360796,8.046037
水利学,Dk03,Dk03A10,#,15035,Dk03 · 科学,9.028767,-5.335442,11.4931965
水力学,Dk03,Dk03A10,#,15035,Dk03 · 科学,7.859333,-4.9608293,12.741544
水文学,Dk03,Dk03A10,#,15035,Dk03 · 科学,7.3974805,-5.891411,12.133773
治疗学,Dk03,Dk03A10,#,15035,Dk03 · 科学,7.118138,-7.2203326,10.085967
海洋学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.61728,-6.651927,12.033933
物理学,Dk03,Dk03A10,#,15035,Dk03 · 科学,6.4038587,-6.2617116,14.254193
现象学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.1492457,-4.3854814,11.851043
理化,Dk03,Dk03B04,=,15041,Dk03 · 科学,9.287488,-7.5067234,14.820773
理科,Dk03,Dk03B15,#,15052,Dk03 · 科学,9.095801,-8.962404,6.049952
生态学,Dk03,Dk03A10,#,15035,Dk03 · 科学,4.074965,-8.183207,13.550751
生物学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.5551724,-8.561569,12.830999
生理学,Dk03,Dk03A10,#,15035,Dk03 · 科学,6.6135526,-8.730947,12.035108
电子光学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.757984,-5.180745,15.88272
电子学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.6332893,-5.9082594,15.817442
白卷,Dk03,Dk03C10,#,15066,Dk03 · 科学,-0.32549545,0.94290173,-0.5055915
皮肤科,Dk03,Dk03B17,#,15054,Dk03 · 科学,7.9305506,-9.510471,9.826292
社科,Dk03,Dk03B15,#,15052,Dk03 · 科学,9.288643,-10.713132,8.240008
神学,Dk03,Dk03A10,#,15035,Dk03 · 科学,2.615274,-8.057275,10.364694
神经科,Dk03,Dk03B17,#,15054,Dk03 · 科学,8.021099,-9.510142,10.440449
科学学,Dk03,Dk03A10,#,15035,Dk03 · 科学,4.75957,-7.9529862,10.908965
科技,Dk03,Dk03A12,#,15037,Dk03 · 科学,11.023482,-11.892108,7.817241
空间科学,Dk03,Dk03A10,#,15035,Dk03 · 科学,3.8594165,-5.069764,14.01799
立体几何,Dk03,Dk03B18,#,15055,Dk03 · 科学,5.8076835,-2.8246155,13.789098
答案,Dk03,Dk03C10,#,15066,Dk03 · 科学,8.683479,-1.7643073,-0.56801116
算学,Dk03,Dk03A10,#,15035,Dk03 · 科学,2.8518746,-4.875619,10.926709
算术课,Dk03,Dk03B03,=,15040,Dk03 · 科学,6.0485163,-7.4913993,2.2898457
管理科学,Dk03,Dk03A10,#,15035,Dk03 · 科学,6.5674696,-8.297777,8.712105
练习题,Dk03,Dk03C02,=,15058,Dk03 · 科学,9.411202,-5.1088486,-0.07078719
细胞学,Dk03,Dk03A10,#,15035,Dk03 · 科学,6.5854297,-8.333314,13.501656
结构力学,Dk03,Dk03A10,#,15035,Dk03 · 科学,7.031521,-4.001582,13.465572
统筹学,Dk03,Dk03A10,#,15035,Dk03 · 科学,6.332564,-4.661754,10.190026
美学,Dk03,Dk03A10,#,15035,Dk03 · 科学,3.403836,-6.827557,9.968572
考题,Dk03,Dk03C06,=,15062,Dk03 · 科学,8.64921,-4.6434236,-0.46636108
自然课,Dk03,Dk03B16,#,15053,Dk03 · 科学,1.9823241,-3.1763687,13.404166
药剂学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.6285086,-9.866841,10.681894
药理学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.657483,-9.217563,11.03364
试卷,Dk03,Dk03C08,=,15064,Dk03 · 科学,8.200736,-4.1725793,-0.8993836
语义学,Dk03,Dk03A10,#,15035,Dk03 · 科学,4.139762,-4.0858235,8.878577
语法学,Dk03,Dk03A06,=,15031,Dk03 · 科学,4.4678817,-4.751997,9.209273
语源学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.039092,-3.8598719,9.434505
跨学科,Dk03,Dk03A10,#,15035,Dk03 · 科学,9.167377,-7.891884,5.257885
辩学,Dk03,Dk03A10,#,15035,Dk03 · 科学,2.6127052,-4.8265605,10.000242
选修课,Dk03,Dk03B16,#,15053,Dk03 · 科学,9.046452,-6.2798986,2.9287655
选择题,Dk03,Dk03C09,#,15065,Dk03 · 科学,10.061352,-5.1388245,0.1172995
逻辑学,Dk03,Dk03A04,=,15029,Dk03 · 科学,4.327388,-4.567476,10.491205
遗传工程,Dk03,Dk03B18,#,15055,Dk03 · 科学,5.2755027,-12.395209,5.8646846
量子力学,Dk03,Dk03A10,#,15035,Dk03 · 科学,5.946204,-4.0129375,15.794864
音韵学,Dk03,Dk03A05,=,15030,Dk03 · 科学,3.2478168,-3.949438,7.3109865
高科技,Dk03,Dk03A12,#,15037,Dk03 · 科学,11.570464,-12.1929455,7.5853124
高能物理,Dk03,Dk03B18,#,15055,Dk03 · 科学,4.7556334,-4.560533,14.940906
专文,Dk19,Dk19B35,#,15506,Dk19 · 著述,3.6911669,-1.0393801,0.9517468
专稿,Dk19,Dk19C07,#,15514,Dk19 · 著述,6.913435,2.2823255,4.124055
二十五史,Dk19,Dk19A15,#,15468,Dk19 · 著述,-3.9435513,4.98618,4.956676
五经,Dk19,Dk19A15,#,15468,Dk19 · 著述,-6.480946,6.9553576,3.7617838
作品选,Dk19,Dk19A16,#,15469,Dk19 · 著述,-0.7383893,2.6118634,1.432889
例文,Dk19,Dk19B28,#,15499,Dk19 · 著述,4.022151,-1.8821315,3.1371927
修改稿,Dk19,Dk19C07,#,15514,Dk19 · 著述,9.418161,2.3746283,3.4928842
出世作,Dk19,Dk19A04,=,15457,Dk19 · 著述,0.45059556,6.0625997,0.40076336
制艺,Dk19,Dk19B04,=,15475,Dk19 · 著述,8.480974,-11.536873,3.0405104
力作,Dk19,Dk19A03,=,15456,Dk19 · 著述,3.3967037,4.7101617,-2.522701
